title,adult,genres,original_language,popularity,runtime,vote_average,vote_count,actors,director,keywords,release_year,runtime_for_plot,rounded_averages
All the Names of God,False,"['Drama', 'Action', 'Thriller']",es,178.011,105,6.6,54,"['Luis Tosar', 'Inma Cuesta', 'Nourdin Batán', 'Milo Taboada']",Unknown,[],2023,105,6.6
Ted 2,False,"['Comedy', 'Fantasy']",en,176.149,115,6.295,7074,"['Mark Wahlberg', 'Seth MacFarlane', 'Amanda Seyfried', 'Morgan Freeman']",Unknown,"['sperm bank', 'sequel', 'buddy', 'courthouse', 'teddy bear', 'aftercreditsstinger', 'toy comes to life']",2015,115,6.3
Monster,False,"['Drama', 'Thriller']",ja,176.072,125,8.2,195,"['Sakura Ando', 'Eita Nagayama', 'Soya Kurokawa', 'Hinata Hiiragi']",Unknown,"['bullying', 'coming of age', 'gay interest', 'school', 'teacher student relationship', 'lgbt', 'multiple perspectives', 'mother son relationship', 'gay theme', 'kids', ""boys' love (bl)"", 'lgbt child']",2023,125,8.2
V/H/S/94,False,['Horror'],en,174.484,103,6.195,385,"['Anna Hopkins', 'Kyal Legend', 'Christian Lloyd', 'Kimmy Choi']",Unknown,"['vhs', 'found footage', 'franchise', 'horror anthology']",2021,103,6.2
American Star,False,"['Thriller', 'Mystery', 'Drama']",en,174.196,107,4.5,4,"['Ian McShane', 'Nora Arnezeder', 'Adam Nagaitis', 'Thomas Kretschmann']",Unknown,[],2024,107,4.5
Anatomy of a Fall,False,"['Drama', 'Mystery', 'Crime']",fr,174.136,152,7.8,802,"['Sandra Hüller', 'Swann Arlaud', 'Milo Machado-Graner', 'Antoine Reinartz']",Unknown,"['husband wife relationship', 'winter', 'bisexuality', 'autopsy', 'blind', 'courtroom', 'lgbt', 'death of husband', 'woman director', 'courtroom drama', 'mother son relationship', 'bisexual woman', 'grenoble']",2023,152,7.8
Charlie and the Chocolate Factory,False,"['Adventure', 'Comedy', 'Family', 'Fantasy']",en,173.862,115,7.048,14437,"['Johnny Depp', 'Freddie Highmore', 'David Kelly', 'Helena Bonham Carter']",Unknown,"['factory worker', 'london, england', 'based on novel or book', 'chocolate', 'candy', 'overweight child', 'parent child relationship', 'grandparent grandchild relationship', 'teacher', 'candy bar']",2005,115,7.0
Puss in Boots: The Last Wish,False,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Family', 'Action']",en,173.222,103,8.249,6938,"['Antonio Banderas', 'Salma Hayek Pinault', 'Harvey Guillén', 'Wagner Moura']",Unknown,"['fairy tale', 'sequel', 'talking dog', 'spin off', 'aftercreditsstinger', 'talking cat', 'fear of death']",2022,103,8.2
Hell Hath No Fury,False,"['Action', 'War']",en,173.052,94,6.533,92,"['Nina Bergman', 'Daniel Bernhardt', 'Louis Mandylor', 'Timothy V. Murphy']",Unknown,[],2021,94,6.5
Miller's Girl,False,"['Drama', 'Thriller']",en,170.794,93,7.0,12,"['Martin Freeman', 'Jenna Ortega', 'Gideon Adlon', 'Bashir Salahuddin']",Unknown,"['school', 'teacher student relationship', 'teachers and students']",2024,93,7.0
Guardians of the Galaxy Vol. 3,False,"['Science Fiction', 'Adventure', 'Action']",en,169.503,150,7.985,5819,"['Chris Pratt', 'Zoe Saldaña', 'Dave Bautista', 'Karen Gillan']",Unknown,"['hero', 'superhero', 'mad scientist', 'based on comic', 'sequel', 'superhero team', 'space opera', 'raccoon', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'cosmic', 'outer space', 'chosen family']",2023,150,8.0
PAW Patrol: The Mighty Movie,False,"['Animation', 'Family', 'Action', 'Science Fiction', 'Comedy', 'Drama', 'Adventure']",en,167.747,92,7.064,311,"['Mckenna Grace', 'Christian Convery', 'Taraji P. Henson', 'Kristen Bell']",Unknown,"['superhero', 'cartoon', 'mad scientist', 'sequel', 'dog', 'animal', 'elasticity', 'kids']",2023,92,7.1
Us Again,False,"['Animation', 'Drama', 'Family']",en,165.668,7,7.855,294,[],Unknown,"['new york city', 'dancing', 'rain', 'musical', 'lovers', 'elderly couple', 'short film']",2021,7,7.9
Doors,False,['Science Fiction'],en,164.867,84,5.03,148,"['Josh Peck', 'Wilson Bethel', 'Lina Esco', 'Jordan Rock']",Unknown,"['portal', 'anthology']",2021,84,5.0
Reign of Chaos,False,"['Action', 'Horror', 'Fantasy']",en,163.886,77,5.7,36,"['Rebecca Finch', 'Ray Whelan', 'Kate Milner Evans', 'Mark Sears']",Unknown,"['chaos', 'dystopia', 'warrior woman']",2022,77,5.7
Indiana Jones and the Dial of Destiny,False,"['Adventure', 'Action']",en,149.05,155,6.618,2722,"['Harrison Ford', 'Phoebe Waller-Bridge', 'Mads Mikkelsen', 'Boyd Holbrook']",Unknown,"['treasure hunt', 'ancient rome', 'sequel', 'flashback', 'knife fight', 'archaeologist', 'adventurer', '1960s', 'nazi germany', 'action adventure', 'suspenseful']",2023,155,6.6
The Serpent,False,['Action'],en,157.812,90,5.712,33,"['Gia Skova', 'Travis Aaron Wade', 'Nigel Vonas', 'Jason Burrill']",Unknown,"['spy', 'special agent']",2021,90,5.7
Interstellar,False,"['Adventure', 'Drama', 'Science Fiction']",en,157.992,169,8.427,33510,"['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Michael Caine']",Unknown,"['rescue', 'future', 'spacecraft', 'race against time', 'artificial intelligence (a.i.)', 'nasa', 'time warp', 'dystopia', 'expedition', 'space travel', 'wormhole', 'famine', 'black hole', 'quantum mechanics', 'family relationships', 'space', 'robot', 'astronaut', 'scientist', 'single father', 'farmer', 'space station', 'space adventure', 'time paradox', 'time-manipulation', 'father daughter relationship', '2060s', 'cornfield', 'time manipulation']",2014,169,8.4
The World's Fastest Indian,False,"['Drama', 'Adventure', 'History']",en,162.347,127,7.6,666,"['Anthony Hopkins', 'Walton Goggins', 'Diane Ladd', 'Bruce Greenwood']",Unknown,"['utah', 'new zealand', ""life's dream"", 'motor sport', 'motorcycle', 'trailer', 'mortgage', '1960s', 'speed records']",2005,127,7.6
365 Days: This Day,False,"['Romance', 'Drama']",pl,161.371,111,5.824,1289,"['Anna-Maria Sieklucka', 'Michele Morrone', 'Simone Susinna', 'Magdalena Lamparska']",Unknown,"['gangster', 'sequel', 'bdsm', 'rich man poor woman', 'erotique']",2022,111,5.8
River of Fear,False,"['Thriller', 'Mystery', 'Horror']",lv,161.346,90,5.3,12,"['Igors Šelegovskis', 'Inga Tropa', 'Jēkabs Reinis', 'Rihards Sniegs']",Unknown,[],2022,90,5.3
Saw X,False,"['Horror', 'Thriller', 'Mystery']",en,149.762,118,7.358,1449,"['Tobin Bell', 'Shawnee Smith', 'Synnøve Macody Lund', 'Steven Brand']",Unknown,"['mexico city, mexico', 'sadism', 'riddle', 'gore', 'sequel', 'con artist', 'cancer', 'scam', 'serial killer', 'torture', 'drugs', 'survival horror', 'duringcreditsstinger', 'franchise', 'jigsaw', 'méxico', 'saw', 'death game', 'requel']",2023,118,7.4
The Nun II,False,"['Horror', 'Mystery', 'Thriller']",en,156.937,110,6.83,1666,"['Taissa Farmiga', 'Jonas Bloquet', 'Storm Reid', 'Anna Popplewell']",Unknown,"['france', 'bullying', 'sequel', 'religion', 'demon', 'gothic horror', 'demonic possession', 'praying', 'duringcreditsstinger', '1950s', 'demonic', ""girls' school"", 'convent', 'the conjuring universe']",2023,110,6.8
Blue Beetle,False,"['Action', 'Science Fiction', 'Adventure']",en,156.813,128,6.87,2108,"['Xolo Mariduena', 'Bruna Marquezine', 'Susan Sarandon', 'Raoul Max Trujillo']",Unknown,"['armor', 'superhero', 'family relationships', 'family', 'high tech', 'job hunting', 'mexican american', 'aftercreditsstinger', 'duringcreditsstinger', 'immigrant family', 'college graduate', 'dc extended universe (dceu)', 'alien technology', 'brother sister relationship', 'latino']",2023,128,6.9
Retribution,False,"['Action', 'Thriller', 'Crime']",en,148.34,91,6.818,867,"['Liam Neeson', 'Noma Dumezweni', 'Lilly Aspell', 'Jack Champion']",Unknown,"['assassination', 'bomb', 'remake', 'divorce', 'duringcreditsstinger', 'phone call', 'berlin']",2023,91,6.8
Harry Potter and the Chamber of Secrets,False,"['Adventure', 'Fantasy']",en,156.197,161,7.72,20916,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Kenneth Branagh']",Unknown,"['witch', 'flying car', 'elves', 'magic', 'sword', 'diary', 'child hero', 'school of witchcraft', 'giant spider', 'black magic', 'giant snake', 'child driving car', 'wizard', 'aftercreditsstinger', 'christmas', 'based on young adult novel']",2002,161,7.7
HellKat,False,"['Action', 'Thriller', 'Horror']",en,138.494,79,5.609,23,"['Abi Casson Thompson', 'Adrian Bouchet', 'Sarah T. Cohen', 'Ricardo Freitas']",Unknown,[],2021,79,5.6
The Smurfs: A Christmas Carol,False,"['Comedy', 'Family', 'Animation']",en,151.924,22,6.688,231,"['Jack Angel', 'Fred Armisen', 'Hank Azaria', 'Gary Basaraba']",Unknown,"['holiday', 'christmas']",2011,22,6.7
After Everything,False,"['Romance', 'Drama']",en,151.577,93,6.922,666,"['Hero Fiennes Tiffin', 'Josephine Langford', 'Mimi Keene', 'Stephen Moyer']",Unknown,"['lisbon, portugal', ""writer's block"", 'sequel', 'love', 'wedding', 'social media', 'troubled past', 'male writer', 'dysfunctional relationship', 'based on young adult novel', 'fanfic']",2023,93,6.9
Mean Girls,False,['Comedy'],en,151.572,113,6.538,104,"['Angourie Rice', 'Reneé Rapp', ""Auli'i Cravalho"", 'Jaquel Spivey']",Unknown,"['high school', 'musical', 'illinois', 'female friendship', 'bullying', 'based on play or musical', 'kenya', 'teen movie', 'prom', 'teenage girl', 'homeschooling', 'math teacher', 'gossip', 'intervention', 'clique', 'former best friend', 'teen comedy', 'based on movie', 'public humiliation', 'aftercreditsstinger', 'woman director', 'high school rivalry', 'teenage life', 'manipulative friend', 'math genius', 'segregation', 'musical comedy', 'female bully', 'dumb blonde', 'teen romance', 'high school romance', 'hit by a bus', 'lesbian character', 'gay character', 'calculus']",2024,113,6.5
Chicken Run: Dawn of the Nugget,False,"['Animation', 'Adventure', 'Comedy', 'Family']",en,150.323,98,7.177,516,"['Thandiwe Newton', 'Zachary Levi', 'Bella Ramsey', 'Imelda Staunton']",Unknown,"['rescue', 'chicken', 'sequel', 'stop motion', 'animal', 'reboot', 'claymation', 'plasticine']",2023,98,7.2
Harry Potter and the Prisoner of Azkaban,False,"['Adventure', 'Fantasy']",en,149.665,141,8.019,20525,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Robbie Coltrane']",Unknown,"['witch', 'school friend', 'friendship', 'flying', 'magic', 'bus', 'traitor', 'child hero', 'school of witchcraft', 'black magic', 'time travel', 'school', 'best friend', 'werewolf', 'muggle', 'wizard', 'aftercreditsstinger', 'magical creature', 'night bus', 'teenage life', 'christmas', 'school class', 'based on young adult novel', 'magic spell']",2004,141,8.0
Craig Before the Creek,False,"['Animation', 'Family', 'TV Movie', 'Adventure', 'Comedy', 'Fantasy']",en,149.22,88,7.3,36,"['Philip Solomon', 'Noël Wells', 'Michael Croner', 'Vico Ortiz']",Unknown,"['based on cartoon', 'pirate', 'suburb', 'creek', 'child protagonist']",2023,88,7.3
Koko-di Koko-da,False,"['Horror', 'Comedy', 'Fantasy']",sv,149.011,86,5.8,57,"['Leif Edlund', 'Ylva Gallon', 'Peter Belli', 'Katarina Jacobson']",Unknown,"['husband wife relationship', 'cat', 'gas station', 'camping', 'tent', 'dark comedy', 'forest', 'time loop', 'couple', 'death', 'music box', 'loss of child', 'shadowplay']",2019,86,5.8
Saltburn,False,"['Drama', 'Comedy', 'Thriller']",en,148.918,131,7.098,1467,"['Barry Keoghan', 'Jacob Elordi', 'Rosamund Pike', 'Richard E. Grant']",Unknown,"['suicide', 'obsession', 'country house', 'college', 'dark comedy', 'gay interest', 'bathtub', 'lust', 'mental illness', 'lgbt', 'mental health', 'bisexual man', 'eating disorder', 'woman director', 'male in bathtub', 'oxford university', 'family estate', 'alcohol problems', 'self-harm', 'deadpan comedy', 'suicide investigation', '2000s', 'gay theme', ""boys' love (bl)"", 'comedy thriller', 'shot on film']",2023,131,7.1
Coup de chance,False,"['Comedy', 'Drama', 'Romance']",fr,147.058,96,6.455,143,"['Lou de Laâge', 'Valérie Lemercier', 'Melvil Poupaud', 'Niels Schneider']",Unknown,[],2023,96,6.5
Dune,False,"['Science Fiction', 'Adventure']",en,145.583,155,7.783,9942,"['Timothée Chalamet', 'Rebecca Ferguson', 'Oscar Isaac', 'Josh Brolin']",Unknown,"['empire', 'future', 'epic', 'army', 'based on novel or book', 'prophecy', 'dystopia', 'emperor', 'sand', 'spice', 'hallucinogen', 'treason', 'baron', 'revenge', 'premonition', 'betrayal', 'space', 'water shortage', 'creature', 'desert', 'knife fight', 'destiny', 'giant worm', 'space opera', 'sand dune', 'messiah', 'mother son relationship', 'giant creature']",2021,155,7.8
Dragon Ball: Mystical Adventure,False,"['Action', 'Animation']",ja,145.206,48,6.8,232,"['Masako Nozawa', 'Hiromi Tsuru', 'Mayumi Tanaka', 'Kohei Miyauchi']",Unknown,"['martial arts', 'assassin', 'emperor', 'tournament', 'anime', 'ressurection']",1988,48,6.8
Good Boy,False,"['Horror', 'Thriller']",no,142.696,76,6.57,149,"['Gard Løkke', 'Katrine Lovise Øpstad Fredriksen', 'Amalie Willoch Njaastad', 'Nicolai Narvesen Lied']",Unknown,['dog'],2022,76,6.6
Despicable Me,False,"['Family', 'Animation', 'Comedy']",en,142.365,95,7.231,14373,"['Steve Carell', 'Miranda Cosgrove', 'Dana Gaier', 'Elsie Fisher']",Unknown,"['parent child relationship', 'orphanage', 'adoptive father', ""life's dream"", 'rivalry', 'ballet', 'stealing', 'little girl', 'orphan', 'tomboy', 'intelligent', 'evil doctor', 'duringcreditsstinger', 'supervillain', 'despicable', 'minions']",2010,95,7.2
The Batman,False,"['Crime', 'Mystery', 'Thriller']",en,140.254,177,7.693,9125,"['Robert Pattinson', 'Zoë Kravitz', 'Paul Dano', 'Jeffrey Wright']",Unknown,"['police', 'psychopath', 'secret identity', 'crime fighter', 'superhero', 'nightclub', 'politician', 'based on comic', 'vigilante', 'organized crime', 'serial killer', 'millionaire', 'social injustice', 'murder investigation', 'aftercreditsstinger', 'masked superhero', 'political corruption', 'neo-noir', 'vengeance', 'mayoral election']",2022,177,7.7
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",False,"['Adventure', 'Family', 'Fantasy']",en,136.604,143,7.132,10099,"['Georgie Henley', 'Skandar Keynes', 'William Moseley', 'Anna Popplewell']",Unknown,"['witch', 'epic', 'sibling relationship', 'saving the world', 'based on novel or book', 'self sacrifice', 'winter', 'fairy tale', 'cupboard', 'beaver', 'lion', 'surrealism', 'battle', ""based on children's book"", 'fantasy world', 'duringcreditsstinger', '1940s', 'high fantasy', 'isekai', 'based on young adult novel', 'faun', 'good versus evil']",2005,143,7.1
The Dark Kingdom,False,"['Fantasy', 'Adventure', 'Science Fiction', 'Action']",en,136.486,85,5.649,47,"[""Ross O'Hennessy"", 'Ben Loyd-Holmes', 'Rebecca Dyson-Smith', 'Zara Phythian']",Unknown,"['princess', 'fire', 'army', 'magic', 'kingdom', 'prince', 'warrior woman', 'sequel', 'knight', 'dragon', 'king', 'quest', 'fury', 'insidious']",2018,85,5.6
The Little Mermaid,False,"['Adventure', 'Family', 'Fantasy', 'Romance']",en,135.557,135,6.418,2574,"['Halle Bailey', 'Jonah Hauer-King', 'Daveed Diggs', 'Awkwafina']",Unknown,"['mermaid', 'musical', 'based on fairy tale', 'live action remake']",2023,135,6.4
Pretty Guardian Sailor Moon Cosmos The Movie,False,['Animation'],ja,135.493,80,8.3,8,"['Kotono Mitsuishi', 'Kenji Nojima', 'Misato Fukuen', 'Hisako Kanemoto']",Unknown,['anime'],2023,80,8.3
Home Alone 2: Lost in New York,False,"['Comedy', 'Family', 'Adventure']",en,135.341,120,6.73,9078,"['Macaulay Culkin', 'Daniel Stern', 'Joe Pesci', ""Catherine O'Hara""]",Unknown,"['new york city', 'burglar', 'holiday', 'family relationships', 'sequel', 'slapstick comedy', 'little boy', 'home invasion', 'family', 'precocious child', 'home alone', 'mischievous child', 'christmas', 'kids on their own', 'child rescue']",1992,120,6.7
Harry Potter and the Goblet of Fire,False,"['Adventure', 'Fantasy']",en,134.992,157,7.814,19763,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Brendan Gleeson']",Unknown,"['witch', 'dying and death', 'based on novel or book', 'magic', 'boarding school', 'world cup', 'maze', 'mermaid', 'school of witchcraft', 'black magic', 'chosen one', 'vision', 'school', 'tournament', 'dragon', 'wizard', 'teenage hero', 'christmas', 'based on young adult novel']",2005,157,7.8
Ted,False,"['Comedy', 'Fantasy']",en,133.438,107,6.417,11769,"['Mark Wahlberg', 'Mila Kunis', 'Seth MacFarlane', 'Joel McHale']",Unknown,"['friendship', 'dream', 'love', 'buddy', 'teddy bear', 'toy comes to life', 'wishes come true']",2012,107,6.4
Encanto,False,"['Animation', 'Comedy', 'Family', 'Fantasy']",en,131.953,102,7.611,8957,"['Stephanie Beatriz', 'María Cecilia Botero', 'John Leguizamo', 'Diane Guerrero']",Unknown,"['strong woman', 'magic', 'sadness', 'immigration', 'supernatural', 'beauty', 'musical', 'big family', 'forest', 'family secrets', 'family relationships', 'flamenco', 'joy of life', 'teenage girl', 'female protagonist', 'family conflict', 'helping children', 'matriarch', 'colombia']",2021,102,7.6
Priscilla,False,"['Romance', 'Drama']",en,131.662,110,6.99,340,"['Cailee Spaeny', 'Jacob Elordi', 'Ari Cohen', 'Dagmara Domińczyk']",Unknown,"['jealousy', 'husband wife relationship', '1970s', 'drug addiction', 'biography', 'coming of age', 'singer', 'fame', 'mansion', 'based on memoir or autobiography', 'underage girlfriend', 'autobiographical', 'woman director', 'abusive marriage', '1960s', 'grooming', 'elvis presley', 'gilded cage']",2023,110,7.0
Shrek,False,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",en,131.581,90,7.734,16194,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'John Lithgow']",Unknown,"['princess', 'magic', 'fairy tale', 'donkey', 'liberation', 'lordship', 'prince', 'castle', 'robin hood', 'enchantment', 'swamp', 'parody', 'anthropomorphism', 'dragon', 'woman director', 'ogre', 'cartoon donkey']",2001,90,7.7
Jurassic World Dominion,False,"['Adventure', 'Action', 'Science Fiction']",en,131.554,147,6.741,5530,"['Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern', 'Sam Neill']",Unknown,"['giant monster', 'sequel', 'dinosaur', 'child kidnapping', 'jurassic', 'animal sanctuary']",2022,147,6.7
Fifty Shades of Grey,False,"['Drama', 'Romance', 'Thriller']",en,130.931,125,5.88,11293,"['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle', 'Eloise Mumford']",Unknown,"['bad smell', 'based on novel or book', 'eroticism', 'perversion', 'spanking', 'billionaire', 'rich', 'bdsm', 'woman director']",2015,125,5.9
The Exorcist: Believer,False,['Horror'],en,130.56,111,6.1,775,"['Leslie Odom Jr.', 'Lidya Jewett', ""Olivia O'Neill"", 'Ann Dowd']",Unknown,"['faith', 'exorcism', 'possession', 'sequel', 'disappearance', 'death of mother', 'exorcist', 'reboot', 'demonic possession', 'father daughter relationship']",2023,111,6.1
Aquaman,False,"['Action', 'Adventure', 'Fantasy']",en,129.618,143,6.902,13388,"['Jason Momoa', 'Amber Heard', 'Willem Dafoe', 'Patrick Wilson']",Unknown,"['hero', 'chase', 'atlantis', 'superhero', 'half-brother', 'based on comic', 'royalty', 'underwater', 'duringcreditsstinger', 'quest', 'dc extended universe (dceu)', 'advanced civilization', 'two worlds']",2018,143,6.9
