title,adult,genres,original_language,popularity,runtime,vote_average,vote_count,actors,director,keywords,release_year,runtime_for_plot,rounded_averages
Code 8,False,"['Science Fiction', 'Action']",en,18.668,11,6.448,155,"['Robbie Amell', 'Sung Kang', 'Aaron Abrams', 'Stephen Amell']",Unknown,"['dystopia', 'superhero', 'co-workers relationship', 'super power', 'robot cop', 'combat drone', 'short film']",2016,11,6.4
Kramer vs. Kramer,False,['Drama'],en,18.665,105,7.559,2070,"['Dustin Hoffman', 'Meryl Streep', 'Jane Alexander', 'Justin Henry']",Unknown,"['husband wife relationship', 'marriage', 'custody battle', 'divorce', 'family', 'couple', 'selfishness', 'manhattan, new york city', 'child custody', 'abandonment']",1979,105,7.6
In & Out,False,['Comedy'],en,18.665,90,6.458,649,"['Kevin Kline', 'Joan Cusack', 'Tom Selleck', 'Matt Dillon']",Unknown,"['coming out', 'homophobia', 'lgbt', 'gay theme']",1997,90,6.5
"Tiger, Blood in the Mouth",False,['Drama'],es,18.659,97,4.517,29,"['Leonardo Sbaraglia', 'Eva De Dominici', 'Erica Bianchi', 'Osmar Núñez']",Unknown,"['boxer', 'older man younger woman relationship', 'boxing']",2016,97,4.5
Barbie: A Fairy Secret,False,"['Animation', 'Family', 'Fantasy']",en,18.658,72,6.749,461,"['Diana Kaarina', 'Adrian Petriw', 'Britt Irvin', 'Cassandra Lee Morris']",Unknown,"['fairy', 'based on toy', 'female protagonist']",2011,72,6.7
The Collector,False,"['Horror', 'Thriller']",en,18.656,88,6.566,1367,"['Josh Stewart', 'Juan Fernández', 'Michael Reilly Burke', 'Madeline Zima']",Unknown,"['fight', 'burglar', 'psychopath', 'home', 'gore', 'trap', 'thief', 'slaughter', 'debt', 'slasher', 'torture', 'home invasion', 'masked man', 'killer', 'held captive', 'trapped in a house']",2009,88,6.6
Sunset Boulevard,False,['Drama'],en,18.656,110,8.3,2408,"['William Holden', 'Gloria Swanson', 'Erich von Stroheim', 'Nancy Olson']",Unknown,"[""new year's eve"", 'jealousy', 'loss of sense of reality', 'screenwriter', 'butler', 'delusion', 'diva', 'film noir', 'hollywood', 'los angeles, california', 'black and white', 'madness', 'aging actor', 'has been', 'silent film star', 'grandiose  behavior', 'kept man', 'movie studio']",1950,110,8.3
Fire with Fire,False,"['Action', 'Crime', 'Drama', 'Thriller']",en,18.652,97,5.671,639,"['Josh Duhamel', 'Bruce Willis', 'Rosario Dawson', ""Vincent D'Onofrio""]",Unknown,"['witness protection', 'u.s. marshal', 'murder', 'firefighter']",2012,97,5.7
Pooh's Grand Adventure: The Search for Christopher Robin,False,"['Animation', 'Family', 'Adventure']",en,18.652,76,7.1,340,"['Jim Cummings', 'John Fiedler', 'Ken Sansom', 'Paul Winchell']",Unknown,"['hand drawn animation', 'cartoon animal', 'winnie the pooh', 'courage']",1997,76,7.1
Rope,False,"['Thriller', 'Crime', 'Drama']",en,18.651,81,8.0,2481,"['James Stewart', 'John Dall', 'Farley Granger', 'Edith Evanson']",Unknown,"['philosophy', 'banquet', 'footlocker', 'rope', 'strangle', 'based on play or musical', 'gay interest', 'murder', 'technicolor', 'dinner party', 'academia', 'one location', 'gay theme', 'homosexual subtext', 'gay killer', 'nietzsche', 'restricted setting', 'the perfect murder', 'the perfect crime', 'playing god']",1948,81,8.0
Chocolate,False,"['Action', 'Crime']",th,18.65,93,7.321,456,"['JeeJa Yanin', 'Hiroshi Abe', 'Pongpat Wachirabunjong', 'Taphon Phopwandee']",Unknown,"['autism', 'yakuza', 'thailand', 'gang', 'debt', 'martial arts school', 'mob']",2008,93,7.3
Fear,False,['Thriller'],en,18.65,97,6.342,720,"['Mark Wahlberg', 'Reese Witherspoon', 'William Petersen', 'Amy Brenneman']",Unknown,"['psychopath', 'father', 'loss of virginity', 'teenage girl', 'psychological thriller', 'home invasion', 'split personality', 'ax']",1996,97,6.3
Date Movie,False,"['Comedy', 'Romance']",en,18.65,83,4.178,921,"['Alyson Hannigan', 'Eddie Griffin', 'Sophie Monk', 'Jennifer Coolidge']",Unknown,"['date', 'diary', 'parents-in-law', 'bridegroom', 'parody', 'crude humor', 'spoof', 'wedding']",2006,83,4.2
Legend of Deification: King Li Jing,False,"['Action', 'Fantasy', 'Adventure']",zh,18.649,80,4.2,3,"['Xiao Haoran', 'Lang Feng', 'Jiang Mengxuan', 'Chen Xiwen']",Unknown,[],2021,80,4.2
Terms of Endearment,False,"['Drama', 'Comedy']",en,18.648,132,7.095,693,"['Shirley MacLaine', 'Debra Winger', 'Jack Nicholson', 'Danny DeVito']",Unknown,"['based on novel or book', 'parent child relationship', 'loss of loved one', 'texas', 'cancer', 'astronaut', 'single mother', 'neighbor neighbor relationship', 'narcissistic mother']",1983,132,7.1
Get the Gringo,False,"['Action', 'Thriller', 'Crime', 'Drama']",en,18.647,96,6.548,1535,"['Mel Gibson', 'Kevin Hernandez', 'Daniel Giménez Cacho', 'Peter Stormare']",Unknown,"['prison', 'mexico', 'vacation', 'prison escape']",2012,96,6.5
The Postman,False,"['Science Fiction', 'Adventure', 'Action', 'War']",en,18.645,177,6.238,996,"['Kevin Costner', 'Will Patton', 'Larenz Tate', 'Olivia Williams']",Unknown,"['army', 'based on novel or book', 'anti hero', 'post-apocalyptic future', 'fictional war', 'fighting', 'alternate reality', 'future war', 'tyranny', 'mail carrier', 'tyrannical boss']",1997,177,6.2
The Great Gatsby,False,"['Drama', 'Romance']",en,18.642,144,6.311,442,"['Robert Redford', 'Mia Farrow', 'Bruce Dern', 'Karen Black']",Unknown,"['long island, new york', 'wealth', 'crush', 'millionaire']",1974,144,6.3
The Philadelphia Experiment,False,"['Adventure', 'Science Fiction', 'Thriller', 'Mystery']",en,18.641,85,4.9,132,"['Ryan Robbins', 'Nicholas Lea', 'Malcolm McDowell', 'Emilie Ullerup']",Unknown,"['time travel', 'remake', 're-imagining', 'plane crash', 'uss eldridge']",2012,85,4.9
Stepfather 2,False,"['Horror', 'Thriller']",en,18.64,93,5.39,88,"[""Terry O'Quinn"", 'Meg Foster', 'Caroline Williams', 'Jonathan Brandis']",Unknown,"['parent child relationship', 'stepfather', 'sequel', 'flashback', 'murder', 'serial killer', 'wedding', 'maniac', 'dentist', 'psycho killer', 'psycho', 'mail carrier']",1989,93,5.4
The Pink Panther 2,False,"['Comedy', 'Mystery']",en,18.639,92,5.724,1058,"['Steve Martin', 'Jean Reno', 'Emily Mortimer', 'Andy García']",Unknown,"['france', 'paris, france', 'rome, italy', 'diamond', 'vatican', 'detective', 'theft', 'clouseau', 'diamond theft']",2009,92,5.7
Making of The Last of Us,False,['Documentary'],en,18.637,31,6.639,18,"['Pedro Pascal', 'Bella Ramsey', 'Anna Torv', 'Troy Baker']",Unknown,"['behind the scenes', 'making of']",2023,31,6.6
Teasing Master Takagi-san: The Movie,False,"['Animation', 'Comedy', 'Romance']",ja,18.636,73,8.463,122,"['Yuki Kaji', 'Rie Takahashi']",Unknown,"['romantic comedy', 'slice of life', 'school', 'based on manga', 'school life', 'anime', 'animation']",2022,73,8.5
Dragon Ball: Yo! Son Goku and His Friends Return!!,False,"['Animation', 'Action', 'Adventure', 'Science Fiction']",ja,18.63,35,6.296,436,"['Masakazu Morita', 'Ryou Horikawa', 'Takeshi Kusao', 'Masako Nozawa']",Unknown,"['anime', '龙珠']",2008,35,6.3
Chaplin,False,['Drama'],en,18.629,143,7.437,991,"['Robert Downey Jr.', 'Geraldine Chaplin', 'Paul Rhys', 'John Thaw']",Unknown,"['escape', 'politics', 'success', 'biography', 'based on true story', 'family', 'hollywoodland', 'mccarthyism', '1920s', '1900s']",1992,143,7.4
Homeward Bound: The Incredible Journey,False,"['Adventure', 'Comedy', 'Family']",en,18.623,84,6.947,945,"['Michael J. Fox', 'Sally Field', 'Don Ameche', 'Kim Greist']",Unknown,"['friendship', 'based on novel or book', 'cat', 'remake', 'dog', 'journey', 'pets']",1993,84,6.9
The Money Pit,False,"['Comedy', 'Romance']",en,18.617,91,6.504,1051,"['Tom Hanks', 'Shelley Long', 'Alexander Godunov', 'Maureen Stapleton']",Unknown,"['rock star', 'chaos', 'price', 'house', 'home ownership']",1986,91,6.5
Silenced,False,['Drama'],ko,18.614,125,8.166,551,"['Gong Yoo', 'Jung Yu-mi', 'Kim Hyun-soo', 'Jung In-seo']",Unknown,"['child abuse', 'rape', 'based on novel or book', 'deaf', 'based on true story', 'teacher student relationship', 'disability', 'sex crime', 'south korea']",2011,125,8.2
After Sex,False,"['Comedy', 'Romance', 'Drama']",en,18.608,78,5.576,223,"['Marc Blucas', 'Jose Pablo Cantillo', 'Emmanuelle Chriqui', 'James DeBello']",Unknown,"['coming out', 'sexuality', 'lesbian relationship', 'relationship', 'gay theme']",2007,78,5.6
Spirit of Fear,False,['Horror'],en,18.606,78,6.308,13,"['Christopher Lee Page', 'Kevin Bohleber', 'Jordinn Ballenger', 'Ryann Risner']",Unknown,[],2023,78,6.3
Father Stu,False,['Drama'],en,18.603,124,7.195,504,"['Mark Wahlberg', 'Mel Gibson', 'Jacki Weaver', 'Teresa Ruiz']",Unknown,['based on true story'],2022,124,7.2
True Grit,False,['Western'],en,18.595,128,7.4,720,"['John Wayne', 'Glen Campbell', 'Kim Darby', 'Jeremy Slate']",Unknown,"['bounty hunter', 'man hunt']",1969,128,7.4
Return of the Seven,False,['Western'],en,18.592,95,6.176,244,"['Yul Brynner', 'Robert Fuller', 'Julián Mateos', 'Warren Oates']",Unknown,"['mexico', 'horseback riding', 'male friendship', 'sequel']",1966,95,6.2
Poison,False,['Comedy'],en,18.588,17,6.923,271,"['Benedict Cumberbatch', 'Dev Patel', 'Ben Kingsley', 'Ralph Fiennes']",Unknown,"['snake', 'poison', 'india', 'based on short story', 'short film', 'roald dahl']",2023,17,6.9
My Bloody Valentine,False,"['Mystery', 'Horror']",en,18.588,101,5.519,1085,"['Jensen Ackles', 'Jaime King', 'Kerr Smith', 'Betsy Rue']",Unknown,"['sheriff', 'delusion', 'head injury', 'miner', 'remake', 'slaughter', 'slasher', 'gas mask', 'aftercreditsstinger']",2009,101,5.5
Blair Witch,False,"['Thriller', 'Horror']",en,18.587,89,5.2,1820,"['James Allen McCune', 'Callie Hernandez', 'Brandon Scott', 'Corbin Reid']",Unknown,"['tree', 'river', 'camping', 'tent', 'rain', 'supernatural', 'infection', 'forest', 'maryland', 'woods', 'flashlight', 'handheld camera', 'campfire', 'subjective camera', 'found footage', 'folk horror', 'lost in the woods']",2016,89,5.2
Commitment,False,"['Drama', 'Action', 'Thriller']",ko,18.586,113,7.3,107,"['Choi Seung-hyun', 'Han Yeri', 'Yoon Je-moon', 'Cho Seong-ha']",Unknown,"['high school', 'assassin', 'secret mission', 'spy', 'secret agent', 'bullying', 'murder', 'motorcycle', 'government assassin', 'inter-korean relations']",2013,113,7.3
The Lost Boys,False,"['Horror', 'Comedy', 'Thriller']",en,18.586,97,7.061,1869,"['Jason Patric', 'Corey Haim', 'Dianne Wiest', 'Barnard Hughes']",Unknown,"['small town', 'california', 'street gang', 'parent child relationship', 'vampire', 'boardwalk', 'gay interest', 'single', 'murder', 'amusement park', 'blood sucking', 'seaside town', 'pets', '1980s', 'brother brother relationship', 'vampires', 'beach town', 'gay subtext']",1987,97,7.1
Grimsby,False,"['Action', 'Comedy']",en,18.585,83,5.9,2176,"['Sacha Baron Cohen', 'Mark Strong', 'Isla Fisher', 'Penélope Cruz']",Unknown,"['sibling relationship', 'gun', 'spy', 'vulgar', 'hooligan', 'vulgarity', 'football (soccer)', 'aftercreditsstinger']",2016,83,5.9
Empire State,False,"['Action', 'Drama']",en,18.584,94,5.359,637,"['Liam Hemsworth', 'Dwayne Johnson', 'Emma Roberts', 'Nikki Reed']",Unknown,"['heist', 'armored truck']",2013,94,5.4
Rick and Morty: Summer Meets God (Rick Meets Evil),False,"['Animation', 'Comedy', 'Science Fiction']",ja,18.579,15,4.2,2,"['Yohei Tadano', 'Keisuke Chiba', 'Manabu Muraji', 'Akiha Matsui']",Unknown,"['space invasion', 'based on cartoon', 'anime', 'short film', 'post apocalypse', 'transforming mecha']",2021,15,4.2
The Dressmaker,False,"['Drama', 'Comedy', 'Western']",en,18.579,118,6.988,1546,"['Kate Winslet', 'Liam Hemsworth', 'Caroline Goodall', 'Judy Davis']",Unknown,"['australia', 'small town', 'based on novel or book', 'suppressed past', 'dark comedy', 'bullying', 'exile', 'dressmaker', 'revenge', 'accidental death', 'house fire', 'hometown', 'brother sister\xa0', 'dressing', 'costume designer', 'cross dresser', 'fashion design', 'woman director', 'suppressed memory', 'australian outback', 'evening gown', 'odd crowd', 'accused of murder', '1950s', 'town gossip', 'revenge tragedy', 'return to hometown', 'grain silo']",2015,118,7.0
There's Something Wrong with the Children,False,"['Horror', 'Mystery', 'Thriller']",en,18.577,92,5.8,159,"['Zach Gilford', 'Alisha Wainwright', 'Amanda Crew', 'Carlos Santos']",Unknown,[],2023,92,5.8
Silip Sa Apoy,False,"['Drama', 'Thriller']",tl,18.576,107,6.0,27,"['Angeli Khang', 'Sid Lucero', 'Paolo Gumabao', 'Jela Cuenca']",Unknown,[],2022,107,6.0
Day of the Dead,False,"['Action', 'Horror']",en,18.576,86,5.193,349,"['Mena Suvari', 'Stark Sands', 'Michael Welch', 'AnnaLynne McCord']",Unknown,"['quarantine', 'secret lab', 'infection', 'zombie', 'struggle for survival', 'army national guard', 'virus']",2008,86,5.2
Casper: A Spirited Beginning,False,"['Adventure', 'Family', 'Comedy', 'Fantasy']",en,18.575,90,5.404,302,"['Jeremy Foley', 'Brendon Ryan Barrett', 'Steve Guttenberg', 'Lori Loughlin']",Unknown,"['workaholic', 'fish out of water', 'single father', 'teacher student relationship', 'ghost', 'father son relationship']",1997,90,5.4
Invasion of the Body Snatchers,False,"['Science Fiction', 'Horror']",en,18.574,116,7.203,987,"['Donald Sutherland', 'Brooke Adams', 'Leonard Nimoy', 'Jeff Goldblum']",Unknown,"['based on novel or book', 'san francisco, california', '1970s', 'psychoanalysis', 'alien', 'remake', 'apocalypse', 'alien invasion', 'alien infection', 'epidemic', 'biologist', 'doppelgänger']",1978,116,7.2
Underdogs,False,"['Animation', 'Adventure', 'Romance']",es,18.571,106,6.779,443,"['David Masajnik', 'Diego Ramos', 'Pablo Rago', 'Gabriel Almirón']",Unknown,['football (soccer)'],2013,106,6.8
Melancholia,False,"['Drama', 'Science Fiction']",en,18.571,135,7.198,3293,"['Kirsten Dunst', 'Charlotte Gainsbourg', 'Alexander Skarsgård', 'Brady Corbet']",Unknown,"['depression', 'suicide', 'nihilism', 'wedding reception', 'wedding planner', 'surrealism', 'end of the world', 'wealth', 'mansion', 'power outage', 'destruction of planet', 'sister sister relationship']",2011,135,7.2
Bent,False,"['Thriller', 'Crime']",en,18.569,96,5.28,166,"['Karl Urban', 'Sofía Vergara', 'Grace Byers', 'Andy García']",Unknown,['revenge'],2018,96,5.3
It's Complicated,False,"['Comedy', 'Romance']",en,18.563,121,6.513,1317,"['Meryl Streep', 'Steve Martin', 'Alec Baldwin', 'John Krasinski']",Unknown,"['hotel', 'new york city', 'date', 'fiancé', 'graduation', 'lovers', 'ex husband', 'female protagonist', 'love affair', 'family', 'woman director', 'drunkenness', 'divorced couple', 'santa barbara, california', 'mature romance', 'buttocks', 'marihuana', 'cheating husband']",2009,121,6.5
Stepmom,False,"['Drama', 'Romance', 'Comedy']",en,18.56,125,7.1,1355,"['Julia Roberts', 'Susan Sarandon', 'Ed Harris', 'Jena Malone']",Unknown,"['new york city', 'fashion photographer', 'divorce', 'rebellious daughter', 'freeze frame', 'custody', 'school play', 'photo shoot']",1998,125,7.1
Replicas,False,"['Science Fiction', 'Thriller', 'Drama']",en,18.559,107,6.0,1248,"['Keanu Reeves', 'Alice Eve', 'Thomas Middleditch', 'John Ortiz']",Unknown,"['laboratory', 'car accident', 'family', 'consciousness', 'biologist', 'synthetic', 'neuro-scientist', 'police task force']",2018,107,6.0
Contraband,False,"['Thriller', 'Action', 'Drama', 'Crime']",en,18.558,109,6.324,1968,"['Mark Wahlberg', 'Kate Beckinsale', 'Ben Foster', 'Giovanni Ribisi']",Unknown,"['smuggling (contraband)', 'head wound', 'criminal', 'security guard', 'contrebande']",2012,109,6.3
"20,000 Species of Bees",False,['Drama'],es,18.557,129,7.1,43,"['Sofía Otero', 'Patricia López Arnaiz', 'Ane Gabarain', 'Itziar Lazkano']",Unknown,['trans'],2023,129,7.1
Project A: Part II,False,"['Action', 'Comedy']",cn,18.555,106,7.138,243,"['Jackie Chan', 'Maggie Cheung', 'Michael Chan', 'Rosamund Kwan']",Unknown,"['kung fu', 'corruption', 'police', 'pirate', 'framed', 'historical']",1987,106,7.1
Mighty Morphin Power Rangers: The Movie,False,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",en,18.555,96,5.8,653,"['David Yost', 'Steve Cardenas', 'Amy Jo Johnson', 'Karan Ashley']",Unknown,"['superhero team', 'ethnic diversity', 'mmpr']",1995,96,5.8
Till,False,"['Drama', 'History']",en,18.553,131,7.504,227,"['Danielle Deadwyler', 'Jalyn Hall', 'Frankie Faison', 'Haley Bennett']",Unknown,"['chicago, illinois', 'mother', 'funeral', 'son', 'based on true story', 'racist', 'grief', 'murder', 'racism', 'justice', 'casket', 'lynching', 'death of son', 'woman director', '1950s', 'civil rights movement']",2022,131,7.5
Vice,False,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",en,18.552,96,4.362,519,"['Ambyr Childers', 'Thomas Jane', 'Bryan Greenberg', 'Bruce Willis']",Unknown,"['android', 'artificial intelligence (a.i.)', 'virtual reality', 'mercenary', 'cop', 'resort', 'artificial']",2015,96,4.4
Kikujiro,False,"['Comedy', 'Drama', 'Family']",ja,18.551,117,7.5,466,"['Yusuke Sekiguchi', 'Kayoko Kishimoto', 'Yuko Daike', 'Kazuko Yoshiyuki']",Unknown,"['japan', 'loser', 'road trip', 'travel', 'disappearance', 'summer', 'hitchhike']",1999,117,7.5
The Debt Collector,False,"['Action', 'Comedy']",en,18.55,96,5.822,185,"['Scott Adkins', 'Louis Mandylor', 'Michael Paré', 'Tony Todd']",Unknown,"['bodyguard', 'fistfight', 'mafia', 'debt collector', 'martial artist', 'drugs', 'grifter', 'loan shark', 'bloodbath', 'rookie', 'enforcer', 'hand to hand combat', 'paratrooper', 'mob', 'tatami']",2018,96,5.8
The Eyes of Tammy Faye,False,"['Drama', 'History']",en,18.544,126,6.527,541,"['Jessica Chastain', 'Andrew Garfield', 'Cherry Jones', ""Vincent D'Onofrio""]",Unknown,"['biography', 'based on true story', 'rise and fall', 'televangelist']",2021,126,6.5
10x10,False,['Thriller'],en,18.543,86,5.25,515,"['Luke Evans', 'Kelly Reilly', 'Noel Clarke', 'Olivia Chenery']",Unknown,"['kidnapping', 'revenge']",2018,86,5.2
Bad City,False,"['Action', 'Crime']",ja,18.541,118,6.904,78,"['Hitoshi Ozawa', 'Mitsu Dan', 'Akane Sakanoue', 'Katsuya']",Unknown,"['yakuza', 'police corruption', 'mob', 'violence']",2022,118,6.9
The Boondock Saints,False,"['Action', 'Thriller', 'Crime']",en,18.541,108,7.252,2236,"['Willem Dafoe', 'Sean Patrick Flanery', 'Norman Reedus', 'David Della Rocco']",Unknown,"['bratva (russian mafia)', 'boston, massachusetts', 'detective', 'irish-american', 'prologue', 'shootout', 'police station', 'pager', 'mob boss', 'duringcreditsstinger', 'vigilantism', 'brother brother relationship', 'public execution']",1999,108,7.3
Brave Citizen,False,"['Action', 'Drama', 'Comedy']",ko,18.54,112,6.7,9,"['Shin Hye-sun', 'Lee Jun-young', 'Park Jung-woo', 'Park Hyeok-kwon']",Unknown,"['based on comic', 'based on webcomic or webtoon']",2023,112,6.7
Mission: Possible,False,"['Comedy', 'Action', 'Thriller']",ko,18.53,105,7.568,139,"['Kim Young-kwang', 'Lee Sun-bin', 'Oh Dae-hwan', 'Seo Hyeon-cheol']",Unknown,"['secret agent', 'agent', 'national intelligence service (nis)', 'mission possible']",2021,105,7.6
The Haunting of Helena,False,"['Horror', 'Thriller']",en,18.529,87,5.496,140,"['Harriet MacMasters-Green', 'Sabrina Jolie Perez', 'Jarreth J. Merz', 'Matt Patresi']",Unknown,[],2013,87,5.5
Pink Floyd: The Wall,False,"['Music', 'Drama']",en,18.528,95,7.983,1402,"['Bob Geldof', 'Christine Hargreaves', 'James Laurenson', 'Eleanor David']",Unknown,"['rock star', 'berlin wall', 'paranoia', 'wall', 'musical', 'descent into madness', 'rock musical', 'adult animation']",1982,95,8.0
Eraser,False,"['Action', 'Drama', 'Mystery', 'Thriller']",en,18.525,115,6.1,1703,"['Arnold Schwarzenegger', 'Vanessa Williams', 'James Caan', 'James Coburn']",Unknown,"['suicide', 'showdown', 'ambush', 'hitman', 'hostage', 'traitor', 'new identity', 'witness', 'witness protection', 'arms dealer', 'treason', 'deception', 'u.s. marshal', 'betrayal', 'conspiracy', 'gunfight', 'train', 'explosion', 'sabotage', 'corporate crime', 'rogue agent', 'assassination attempt', 'x-ray vision', 'railgun']",1996,115,6.1
The Great Dictator,False,"['Comedy', 'War']",en,18.525,125,8.334,3141,"['Charlie Chaplin', 'Paulette Goddard', 'Jack Oakie', 'Reginald Gardiner']",Unknown,"['amnesia', 'nazi', 'hairdresser', 'propaganda', 'world war i', 'dictator', 'jewish ghetto', 'fascism', 'world war ii', 'national socialism', 'national socialist party', 'satire', 'speech', 'black and white', 'barbershop', 'anti war', 'fictitious country']",1940,125,8.3
Sleep Tight,False,"['Thriller', 'Horror']",es,18.524,97,7.076,1014,"['Luis Tosar', 'Marta Etura', 'Alberto San Juan', 'Petra Martínez']",Unknown,"['jealousy', 'barcelona, spain', 'blackmail', 'manipulation', 'letter', 'concierge', 'sociopath', 'caretaker', 'loneliness', 'stalking', 'cruelty', 'apartment building', 'receptionist', 'police investigation', 'radio show', 'abuse', 'chloroform']",2011,97,7.1
Kids,False,"['Drama', 'Crime']",en,18.517,91,6.9,1045,"['Leo Fitzpatrick', 'Justin Pierce', 'Chloë Sevigny', 'Rosario Dawson']",Unknown,"['puberty', 'first time', 'new york city', 'drug abuse', 'hiv', 'shoplifting', 'underage sex', 'sexually transmitted disease', 'sleeping around']",1995,91,6.9
Ruby Sparks,False,"['Comedy', 'Romance', 'Fantasy', 'Drama']",en,18.516,104,7.1,1526,"['Paul Dano', 'Zoe Kazan', 'Chris Messina', 'Annette Bening']",Unknown,"['dream', 'imaginary friend', 'therapy', 'novelist', 'magic realism', 'woman director']",2012,104,7.1
Ronin,False,"['Action', 'Thriller', 'Crime']",en,18.515,122,6.952,2198,"['Robert De Niro', 'Jean Reno', 'Natascha McElhone', 'Stellan Skarsgård']",Unknown,"['france', 'paris, france', 'arms deal', 'mercenary', 'suitcase', 'heist', 'shootout', 'impostor', 'cafe', 'computer expert', 'ex kgb', 'cellular phone trace', 'ira', 'violence']",1998,122,7.0
The Secret of Moonacre,False,"['Adventure', 'Fantasy', 'Romance']",en,18.514,103,6.467,429,"['Dakota Blue Richards', 'Ioan Gruffudd', 'Tim Curry', 'Augustus Prew']",Unknown,"['teenage girl', 'orphan', 'uncle niece relationship']",2009,103,6.5
The Comancheros,False,"['Romance', 'Western', 'Action', 'Adventure']",en,18.511,105,6.713,178,"['John Wayne', 'Stuart Whitman', 'Ina Balin', 'Nehemiah Persoff']",Unknown,"['texas ranger', 'renegade', 'gambler']",1961,105,6.7
The War with Grandpa,False,"['Comedy', 'Family']",en,18.507,98,6.404,874,"['Robert De Niro', 'Uma Thurman', 'Rob Riggle', 'Oakes Fegley']",Unknown,"['friendship', 'birthday', 'grandfather', 'teenage girl', 'family', 'family conflict', 'attic', 'changing room', 'resentment', 'duringcreditsstinger']",2020,98,6.4
Dead Like Me: Life After Death,False,"['Drama', 'Fantasy', 'Comedy']",en,18.507,87,6.33,247,"['Ellen Muth', 'Jasmine Guy', 'Callum Blue', 'Sarah Wynter']",Unknown,"['suicide', 'life and death', 'coma', 'afterlife']",2009,87,6.3
The New Toy,False,['Comedy'],fr,18.502,111,5.9,116,"['Daniel Auteuil', 'Jamel Debbouze', 'Alice Belaïdi', 'Simon Faliu']",Unknown,"['remake', 'security guard', 'rich kid', 'toy store', 'toy']",2022,111,5.9
Cats,False,"['Fantasy', 'Comedy', 'Drama']",en,18.5,110,4.123,908,"['Francesca Hayward', 'Judi Dench', 'Idris Elba', 'Jason Derulo']",Unknown,"['dance', 'cat', 'musical', 'based on play or musical', 'resurrection', 'based on song, poem or rhyme', 'vignette', 'bad cgi', 'so bad it’s good']",2019,110,4.1
The Spy Next Door,False,"['Action', 'Comedy', 'Family']",en,18.5,94,5.863,1223,"['Jackie Chan', 'Amber Valletta', 'Madeline Carroll', 'Alina Foley']",Unknown,['duringcreditsstinger'],2010,94,5.9
I Feel Pretty,False,"['Comedy', 'Romance']",en,18.499,110,6.395,1966,"['Amy Schumer', 'Michelle Williams', 'Tom Hopper', 'Rory Scovel']",Unknown,"['confidence', 'delusion', 'head injury', 'cosmetics']",2018,110,6.4
Artemis Fowl,False,"['Adventure', 'Fantasy', 'Science Fiction', 'Family', 'Action']",en,18.497,94,5.601,1573,"['Ferdia Shaw', 'Colin Farrell', 'Lara McDonnell', 'Josh Gad']",Unknown,"['ransom', 'magic', 'kidnapping', 'fairy', ""based on children's book"", 'criminal mastermind', 'family', 'kid genius']",2020,94,5.6
The Return of Godzilla,False,"['Science Fiction', 'Action', 'Thriller']",ja,18.496,103,7.183,202,"['Ken Tanaka', 'Yasuko Sawaguchi', 'Yōsuke Natsuki', 'Keiju Kobayashi']",Unknown,"['brother', 'cold war', 'soviet union', 'giant monster', 'cover-up', 'reporter', 'pop music', 'parasite', 'creature feature', 'kaiju', 'political unrest', 'lice', 'godzilla']",1984,103,7.2
Sissi: The Young Empress,False,"['Drama', 'Comedy', 'Romance']",de,18.496,107,7.155,325,"['Romy Schneider', 'Karlheinz Böhm', 'Magda Schneider', 'Vilma Degischer']",Unknown,"['husband wife relationship', 'pregnancy', 'alpine hut', 'homeland', 'bavaria, germany', 'bad mother-in-law', 'mountain', 'hungary', 'coronation', 'harassment', 'alp', 'tyrol', 'hiking', 'biography', 'historical figure', 'empress', 'royalty', 'period drama', 'royal court', 'habsburger']",1956,107,7.2
P.S. I Love You,False,"['Drama', 'Romance']",en,18.495,126,7.195,3178,"['Hilary Swank', 'Gerard Butler', 'Lisa Kudrow', 'Harry Connick Jr.']",Unknown,"['dying and death', 'loss of loved one', 'job-hopping', 'letter', 'ireland']",2007,126,7.2
Colors,False,"['Action', 'Crime', 'Drama']",en,18.494,120,6.525,420,"['Sean Penn', 'Robert Duvall', 'María Conchita Alonso', 'Randy Brooks']",Unknown,"['police brutality', 'police', 'ghetto', 'delinquency', 'east los angeles', 'gang', 'gang member', 'mexican american', 'barrio', 'colleague']",1988,120,6.5
Pokémon Heroes,False,"['Animation', 'Adventure', 'Action', 'Fantasy', 'Science Fiction']",ja,18.491,71,6.639,324,"['Rica Matsumoto', 'Ikue Otani', 'Mayumi Izuka', 'Satomi Korogi']",Unknown,"['jewelry', 'legend', 'canal', 'based on video game', 'shape shifter', 'port city', 'anime', 'animal thief']",2002,71,6.6
Blue's Big City Adventure,False,"['Family', 'Adventure', 'Music', 'Animation']",en,18.489,74,7.211,96,"['Joshua Dela Cruz', 'Steve Burns', 'Donovan Patton', 'Traci Paige Johnson']",Unknown,['musical'],2022,74,7.2
Lovers and Other Relatives,False,['Comedy'],it,18.488,92,5.5,20,"['Laura Antonelli', 'Orazio Orlando', 'Alessandro Momo', 'Monica Guerritore']",Unknown,"['beach', 'eroticism', 'older woman younger man relationship', 'lifeguard', '1950s']",1974,92,5.5
